id_venta,fecha,id_cliente,id_producto,sucursal,cantidad,precio_unitario,metodo_pago,nombre_producto,categoria,precio_lista,costo,nombre,ciudad,edad,segmento,fecha_registro,importe,mes
V0276,2024-05-07,C0178,P205,AREQUIPA,2.0,1661.0,EFECTIVO,AndinaTech AUDIO Pro 205,AUDIO,421.0,271.41,Lucía Díaz,CUSCO,80.0,REGULAR,2023-03-15,3322.0,2024-05
V0277,2024-02-22,C0300,P002,AREQUIPA,10.0,2951.0,EFECTIVO,AndinaTech TABLET Ultra 002,TABLET,900.0,571.3,Cliente 2161,PIURA,76.0,NUEVO,2023-03-07,29510.0,2024-02
V0278,2024-05-01,C0189,P014,CUSCO,4.0,1942.0,EFECTIVO,PeruPC LAPTOP Basic 014,LAPTOP,3667.0,2073.15,Alberto Torres,TRUJILLO,29.0,VIP,2023-09-19,7768.0,2024-05
V0279,2024-03-19,C0051,P273,TRUJILLO,5.0,1145.0,TARJETA,MaxDigital AUDIO Pro 273,AUDIO,728.0,497.27,Diego Vásquez,AREQUIPA,58.0,VIP,2024-09-09,5725.0,2024-03
V0280,2024-04-19,C0064,P203,AREQUIPA,7.0,1463.0,TARJETA,AndinaTech MONITOR Neo 203,MONITOR,677.0,438.3,Carmen García,AREQUIPA,18.0,REGULAR,2024-06-05,10241.0,2024-04
V0281,2024-02-10,C0075,P282,TRUJILLO,7.0,2219.0,EFECTIVO,AndinaTech AUDIO Neo 282,AUDIO,739.0,464.7,Mónica Chávez,TRUJILLO,70.0,REGULAR,2024-04-10,15533.0,2024-02
V0282,2024-06-29,C0285,P103,TRUJILLO,1.0,2682.0,TARJETA,TechNova CELULAR Lite 103,CELULAR,1355.0,873.87,Cliente 2881,CHICLAYO,55.0,REGULAR,2023-06-19,2682.0,2024-06
V0284,2024-03-23,C0229,P169,LIMA,9.0,2848.0,EFECTIVO,PeruPC AUDIO Lite 169,AUDIO,292.0,200.47,Adriana Ramos,AREQUIPA,28.0,VIP,2023-01-07,25632.0,2024-03
V0285,2024-01-27,C0207,P213,CUSCO,8.0,1086.0,EFECTIVO,AndinaTech ACCESORIO Max 213,ACCESORIO,138.0,84.75,Karla García,SIN REGISTRO,82.0,NUEVO,2023-08-26,8688.0,2024-01
V0286,2024-05-09,C0024,P096,TRUJILLO,9.0,73.0,EFECTIVO,AndinaTech CELULAR Basic 096,CELULAR,2246.0,1281.93,Camila Vargas,CUSCO,39.0,NUEVO,2024-12-28,657.0,2024-05
V0287,2024-06-10,C0191,P036,TRUJILLO,5.0,1949.0,EFECTIVO,TechNova TABLET Plus 036,TABLET,1126.0,780.07,María Espinoza,TRUJILLO,85.0,VIP,2023-09-25,9745.0,2024-06
V0288,2024-04-01,C0148,P149,CUSCO,6.0,1342.0,EFECTIVO,AndinaTech CELULAR Plus 149,CELULAR,3286.0,1848.95,Carmen Rodríguez,TRUJILLO,47.0,REGULAR,2023-06-06,8052.0,2024-04
V0289,2024-05-19,C0233,P282,TRUJILLO,4.0,657.0,TRANSFERENCIA,AndinaTech AUDIO Neo 282,AUDIO,739.0,464.7,Ana Vargas,TRUJILLO,59.0,REGULAR,2024-05-17,2628.0,2024-05
V0291,2024-01-01,C0250,P092,TRUJILLO,9.0,1633.0,EFECTIVO,AndinaTech AUDIO Neo 092,AUDIO,323.0,212.71,Jorge García,TRUJILLO,63.0,REGULAR,2023-12-17,14697.0,2024-01
V0292,2024-06-18,C0319,P238,TRUJILLO,1.0,320.0,TARJETA,PeruPC CELULAR Neo 238,CELULAR,1842.0,1059.34,Cliente 6282,PIURA,57.0,VIP,2023-10-22,320.0,2024-06
V0293,2024-05-03,C0292,P076,LIMA,5.0,1965.0,EFECTIVO,TechNova CELULAR Pro 076,CELULAR,1863.0,1156.17,Cliente 9878,CHICLAYO,27.0,NUEVO,2023-02-19,9825.0,2024-05
V0294,2024-03-11,C0299,P045,AREQUIPA,9.0,417.0,EFECTIVO,TechNova CELULAR Max 045,CELULAR,977.0,700.96,Cliente 6301,CHICLAYO,63.0,REGULAR,2023-02-20,3753.0,2024-03
V0295,2024-06-02,C0254,P011,TRUJILLO,4.0,2998.0,TARJETA,PeruPC TABLET Basic 011,TABLET,1030.0,736.04,Carlos Castro,AREQUIPA,77.0,NUEVO,2024-12-25,11992.0,2024-06
V0296,2024-04-25,C0274,P126,TRUJILLO,7.0,1499.0,EFECTIVO,AndinaTech ACCESORIO Basic 126,ACCESORIO,106.0,66.83,Cliente 1957,AREQUIPA,41.0,REGULAR,2024-12-26,10493.0,2024-04
V0297,2024-05-05,C0211,P014,LIMA,10.0,2282.0,TARJETA,PeruPC LAPTOP Basic 014,LAPTOP,3667.0,2073.15,Renzo Núñez,CUSCO,22.0,REGULAR,2024-08-27,22820.0,2024-05
V0298,2024-02-09,C0049,P023,LIMA,2.0,2398.0,TARJETA,MaxDigital TABLET Ultra 023,TABLET,813.0,448.76,Adriana Rodríguez,CHICLAYO,38.0,REGULAR,2023-11-23,4796.0,2024-02
V0299,2024-01-10,C0068,P281,TRUJILLO,6.0,782.0,TRANSFERENCIA,AndinaTech ACCESORIO Air 281,ACCESORIO,201.0,140.93,César García,SIN REGISTRO,58.0,REGULAR,2024-11-27,4692.0,2024-01
V0300,2024-02-27,C0031,P188,AREQUIPA,10.0,2492.0,EFECTIVO,MaxDigital LAPTOP Pro 188,LAPTOP,2425.0,1679.24,Rosa Gutiérrez,CUSCO,81.0,REGULAR,2024-04-25,24920.0,2024-02
V0301,2024-03-14,C0151,P074,TRUJILLO,2.0,1852.0,TRANSFERENCIA,TechNova AUDIO Pro 074,AUDIO,697.0,424.24,Sergio Núñez,CUSCO,27.0,VIP,2024-08-17,3704.0,2024-03
V0302,2024-01-24,C0049,P095,CUSCO,3.0,98.0,EFECTIVO,AndinaTech AUDIO Ultra 095,AUDIO,708.0,486.17,Adriana Rodríguez,CHICLAYO,38.0,REGULAR,2023-11-23,294.0,2024-01
V0303,2024-04-21,C0167,P160,CUSCO,10.0,2715.0,EFECTIVO,TechNova LAPTOP Plus 160,LAPTOP,1820.0,1239.62,Ximena Aguilar,CHICLAYO,50.0,REGULAR,2024-03-29,27150.0,2024-04
V0306,2024-04-05,C0080,P130,CUSCO,7.0,2349.0,TARJETA,MaxDigital TABLET Basic 130,TABLET,661.0,398.17,César Rojas,CHICLAYO,65.0,REGULAR,2023-03-07,16443.0,2024-04
V0307,2024-04-07,C0034,P293,TRUJILLO,4.0,2964.0,TARJETA,MaxDigital ACCESORIO Basic 293,ACCESORIO,41.0,24.94,Giancarlo Ramos,AREQUIPA,63.0,NUEVO,2024-12-18,11856.0,2024-04
V0309,2024-03-06,C0213,P186,CUSCO,9.0,2776.0,TRANSFERENCIA,TechNova MONITOR Plus 186,MONITOR,557.0,308.26,Lucía Vargas,PIURA,20.0,VIP,2024-03-30,24984.0,2024-03
V0310,2024-02-20,C0175,P079,TRUJILLO,3.0,587.0,EFECTIVO,PeruPC AUDIO Plus 079,AUDIO,617.0,374.7,Mónica Paredes,CUSCO,57.0,NUEVO,2023-10-11,1761.0,2024-02
V0311,2024-06-22,C0098,P283,CUSCO,9.0,2604.0,SIN REGISTRO,PeruPC ACCESORIO Max 283,ACCESORIO,152.0,91.35,Óscar Gutiérrez,AREQUIPA,48.0,REGULAR,2024-10-17,23436.0,2024-06
V0312,2024-01-28,C0049,P286,LIMA,8.0,1950.0,TARJETA,PeruPC MONITOR Lite 286,MONITOR,772.0,486.5,Adriana Rodríguez,CHICLAYO,38.0,REGULAR,2023-11-23,15600.0,2024-01
V0313,2024-04-28,C0245,P012,LIMA,6.0,1667.0,EFECTIVO,TechNova AUDIO Neo 012,SIN CATEGORIA,658.0,403.38,Diego Quispe,SIN REGISTRO,24.0,REGULAR,2024-03-19,10002.0,2024-04
V0314,2024-05-07,C0137,P146,LIMA,8.0,2115.0,TRANSFERENCIA,PeruPC LAPTOP Air 146,LAPTOP,3029.0,1944.27,Juan Medina,TRUJILLO,22.0,REGULAR,2023-09-09,16920.0,2024-05
V0315,2024-01-29,C0293,P232,CUSCO,7.0,2665.0,TARJETA,TechNova MONITOR Ultra 232,MONITOR,753.0,487.06,Cliente 6084,LIMA,25.0,VIP,2023-03-14,18655.0,2024-01
V0317,2024-05-26,C0289,P204,CUSCO,6.0,876.0,TARJETA,PeruPC LAPTOP Ultra 204,LAPTOP,1814.0,1094.69,Cliente 5119,SIN REGISTRO,88.0,NUEVO,2024-11-04,5256.0,2024-05
V0318,2024-01-26,C0319,P227,TRUJILLO,1.0,708.0,TRANSFERENCIA,PeruPC AUDIO Lite 227,AUDIO,890.0,551.07,Cliente 6282,PIURA,57.0,VIP,2023-10-22,708.0,2024-01
V0319,2024-02-18,C0027,P131,CUSCO,3.0,1140.0,TARJETA,MaxDigital CELULAR Pro 131,CELULAR,528.0,317.86,Alejandra Chávez,CHICLAYO,43.0,NUEVO,2024-03-17,3420.0,2024-02
V0321,2024-06-01,C0091,P057,LIMA,5.0,2997.0,EFECTIVO,AndinaTech MONITOR Air 057,MONITOR,1052.0,674.27,Karla Núñez,PIURA,58.0,VIP,2024-01-09,14985.0,2024-06
V0322,2024-02-22,C0283,P249,TRUJILLO,3.0,123.0,EFECTIVO,TechNova ACCESORIO Pro 249,ACCESORIO,218.0,124.55,Cliente 5605,CHICLAYO,87.0,REGULAR,2023-06-12,369.0,2024-02
V0323,2024-01-29,C0306,P222,CUSCO,10.0,688.0,EFECTIVO,PeruPC MONITOR Basic 222,MONITOR,692.0,465.07,Cliente 8140,TRUJILLO,71.0,REGULAR,2023-04-22,6880.0,2024-01
V0324,2024-03-07,C0081,P144,CUSCO,9.0,1922.0,TARJETA,AndinaTech CELULAR Max 144,CELULAR,586.0,390.56,Andrés Chávez,PIURA,86.0,VIP,2023-10-27,17298.0,2024-03
V0325,2024-03-11,C0212,P216,TRUJILLO,10.0,589.0,EFECTIVO,MaxDigital MONITOR Air 216,MONITOR,1007.0,604.18,Juan Flores,AREQUIPA,18.0,VIP,2024-05-31,5890.0,2024-03
V0326,2024-01-30,C0008,P083,TRUJILLO,9.0,610.0,SIN REGISTRO,MaxDigital MONITOR Neo 083,MONITOR,577.0,336.31,Karla Espinoza,PIURA,36.0,NUEVO,2024-10-17,5490.0,2024-01
V0327,2024-06-30,C0239,P072,TRUJILLO,9.0,1989.0,EFECTIVO,PeruPC TABLET Pro 072,TABLET,968.0,554.03,Alejandra García,PIURA,28.0,REGULAR,2024-09-03,17901.0,2024-06
V0328,2024-03-20,C0257,P171,CUSCO,10.0,1265.0,EFECTIVO,MaxDigital MONITOR Pro 171,MONITOR,533.0,333.67,Estefanía Díaz,CHICLAYO,28.0,REGULAR,2024-05-23,12650.0,2024-03
V0329,2024-01-26,C0030,P092,AREQUIPA,3.0,1333.0,TARJETA,AndinaTech AUDIO Neo 092,AUDIO,323.0,212.71,Carlos Díaz,AREQUIPA,39.0,NUEVO,2023-03-11,3999.0,2024-01
V0330,2024-06-30,C0209,P119,TRUJILLO,3.0,283.0,TARJETA,PeruPC ACCESORIO Plus 119,ACCESORIO,35.0,19.39,Hugo Quispe,TRUJILLO,55.0,REGULAR,2024-05-05,849.0,2024-06
V0331,2024-02-11,C0196,P135,AREQUIPA,1.0,82.0,TRANSFERENCIA,TechNova AUDIO Neo 135,AUDIO,561.0,391.95,Juan Paredes,AREQUIPA,38.0,REGULAR,2024-04-17,82.0,2024-02
V0332,2024-01-26,C0286,P202,CUSCO,6.0,495.0,TARJETA,AndinaTech CELULAR Max 202,CELULAR,1200.0,827.48,Cliente 6276,CHICLAYO,42.0,NUEVO,2023-05-26,2970.0,2024-01
V0333,2024-05-27,C0277,P086,AREQUIPA,2.0,252.0,TRANSFERENCIA,AndinaTech TABLET Basic 086,TABLET,408.0,248.48,Cliente 9440,PIURA,55.0,REGULAR,2024-04-08,504.0,2024-05
V0335,2024-04-26,C0031,P101,CUSCO,1.0,2177.0,EFECTIVO,MaxDigital MONITOR Pro 101,MONITOR,1175.0,774.65,Rosa Gutiérrez,CUSCO,81.0,REGULAR,2024-04-25,2177.0,2024-04
V0336,2024-01-27,C0157,P240,CUSCO,9.0,822.0,TARJETA,TechNova LAPTOP Air 240,LAPTOP,3967.0,2432.01,Valeria Ramos,CHICLAYO,69.0,REGULAR,2023-03-21,7398.0,2024-01
V0337,2024-02-01,C0006,P071,LIMA,5.0,1752.0,EFECTIVO,TechNova AUDIO Basic 071,AUDIO,524.0,328.89,Luis Castillo,LIMA,87.0,VIP,2023-06-15,8760.0,2024-02
V0338,2024-05-18,C0312,P030,CUSCO,2.0,2815.0,TRANSFERENCIA,PeruPC TABLET Neo 030,TABLET,1144.0,709.24,Cliente 6923,AREQUIPA,69.0,NUEVO,2024-06-10,5630.0,2024-05
V0340,2024-04-12,C0317,P141,AREQUIPA,5.0,2886.0,EFECTIVO,TechNova CELULAR Air 141,CELULAR,3345.0,2112.7,Cliente 3191,CHICLAYO,72.0,REGULAR,2023-12-18,14430.0,2024-04
V0341,2024-04-18,C0134,P182,TRUJILLO,3.0,2000.0,TARJETA,MaxDigital CELULAR Lite 182,CELULAR,645.0,426.07,Estefanía Vásquez,AREQUIPA,56.0,REGULAR,2024-08-01,6000.0,2024-04
V0342,2024-06-27,C0159,P216,TRUJILLO,4.0,1041.0,EFECTIVO,MaxDigital MONITOR Air 216,MONITOR,1007.0,604.18,Giancarlo Chávez,CHICLAYO,71.0,VIP,2023-07-25,4164.0,2024-06
V0343,2024-02-13,C0125,P124,TRUJILLO,4.0,1501.0,EFECTIVO,MaxDigital CELULAR Neo 124,CELULAR,1364.0,771.79,Alberto Castro,AREQUIPA,70.0,REGULAR,2023-05-25,6004.0,2024-02
V0344,2024-05-28,C0262,P115,TRUJILLO,10.0,2515.0,EFECTIVO,TechNova ACCESORIO Max 115,ACCESORIO,102.0,57.38,Óscar Castillo,SIN REGISTRO,18.0,REGULAR,2023-04-24,25150.0,2024-05
V0345,2024-04-13,C0203,P045,CUSCO,1.0,844.0,TARJETA,TechNova CELULAR Max 045,CELULAR,977.0,700.96,Alberto Paredes,LIMA,35.0,REGULAR,2023-02-21,844.0,2024-04
V0346,2024-03-26,C0130,P091,AREQUIPA,7.0,429.0,TARJETA,AndinaTech TABLET Plus 091,TABLET,394.0,270.97,Ximena Medina,LIMA,26.0,REGULAR,2023-01-20,3003.0,2024-03
V0347,2024-01-26,C0232,P019,LIMA,10.0,2506.0,EFECTIVO,TechNova TABLET Max 019,TABLET,1054.0,707.1,María Rojas,TRUJILLO,52.0,REGULAR,2024-02-14,25060.0,2024-01
V0348,2024-03-17,C0118,P169,CUSCO,3.0,214.0,TRANSFERENCIA,PeruPC AUDIO Lite 169,AUDIO,292.0,200.47,Juan Quispe,CUSCO,65.0,REGULAR,2023-08-21,642.0,2024-03
V0349,2024-05-11,C0156,P298,AREQUIPA,4.0,849.0,TARJETA,TechNova MONITOR Basic 298,MONITOR,977.0,614.27,Giancarlo Vásquez,SIN REGISTRO,82.0,REGULAR,2024-10-04,3396.0,2024-05
V0350,2024-05-17,C0171,P132,TRUJILLO,1.0,2522.0,TARJETA,TechNova TABLET Neo 132,TABLET,760.0,469.69,Ana Flores,CHICLAYO,55.0,VIP,2023-04-12,2522.0,2024-05
V0351,2024-02-17,C0075,P007,TRUJILLO,4.0,946.0,TARJETA,PeruPC MONITOR Neo 007,MONITOR,1014.0,695.61,Mónica Chávez,TRUJILLO,70.0,REGULAR,2024-04-10,3784.0,2024-02
V0352,2024-01-26,C0180,P038,TRUJILLO,2.0,1474.0,TRANSFERENCIA,AndinaTech MONITOR Neo 038,MONITOR,963.0,666.13,Ricardo Chávez,CHICLAYO,59.0,REGULAR,2024-05-07,2948.0,2024-01
V0354,2024-04-24,C0150,P188,TRUJILLO,8.0,189.0,TRANSFERENCIA,MaxDigital LAPTOP Pro 188,LAPTOP,2425.0,1679.24,Walter Medina,LIMA,88.0,NUEVO,2024-10-19,1512.0,2024-04
V0356,2024-06-30,C0109,P056,TRUJILLO,10.0,871.0,EFECTIVO,TechNova TABLET Basic 056,TABLET,1091.0,752.24,Raúl Rodríguez,CUSCO,58.0,NUEVO,2024-11-26,8710.0,2024-06
V0357,2024-01-01,C0126,P195,AREQUIPA,9.0,505.0,TARJETA,TechNova ACCESORIO Basic 195,ACCESORIO,238.0,160.51,Daniela Castro,AREQUIPA,35.0,VIP,2024-01-15,4545.0,2024-01
V0358,2024-03-24,C0195,P236,TRUJILLO,4.0,1431.0,TRANSFERENCIA,PeruPC MONITOR Neo 236,MONITOR,840.0,530.58,Marco Ramos,TRUJILLO,79.0,REGULAR,2023-05-06,5724.0,2024-03
V0359,2024-06-01,C0066,P254,TRUJILLO,4.0,388.0,EFECTIVO,TechNova AUDIO Max 254,AUDIO,542.0,377.58,Marco Chávez,PIURA,50.0,VIP,2024-11-05,1552.0,2024-06
V0360,2024-03-28,C0091,P110,AREQUIPA,8.0,1497.0,TARJETA,MaxDigital TABLET Lite 110,TABLET,1192.0,729.35,Karla Núñez,PIURA,58.0,VIP,2024-01-09,11976.0,2024-03
V0361,2024-04-26,C0261,P175,AREQUIPA,2.0,1431.0,TARJETA,TechNova LAPTOP Air 175,LAPTOP,2127.0,1199.61,Hugo Medina,TRUJILLO,46.0,REGULAR,2024-12-28,2862.0,2024-04
V0362,2024-01-03,C0005,P269,TRUJILLO,4.0,1200.0,TRANSFERENCIA,MaxDigital MONITOR Pro 269,MONITOR,577.0,327.82,Daniela Flores,LIMA,88.0,REGULAR,2023-06-09,4800.0,2024-01
V0363,2024-02-11,C0120,P100,LIMA,3.0,71.0,EFECTIVO,PeruPC CELULAR Lite 100,CELULAR,926.0,546.03,Rosa Vargas,SIN REGISTRO,81.0,REGULAR,2024-03-31,213.0,2024-02
V0364,2024-03-03,C0147,P261,LIMA,4.0,297.0,TRANSFERENCIA,MaxDigital CELULAR Pro 261,CELULAR,1995.0,1328.94,Juan Rodríguez,CHICLAYO,65.0,NUEVO,2023-11-12,1188.0,2024-03
V0365,2024-06-14,C0030,P255,AREQUIPA,4.0,492.0,TRANSFERENCIA,MaxDigital LAPTOP Air 255,LAPTOP,2380.0,1553.43,Carlos Díaz,AREQUIPA,39.0,NUEVO,2023-03-11,1968.0,2024-06
V0366,2024-02-16,C0061,P223,AREQUIPA,4.0,171.0,EFECTIVO,TechNova TABLET Basic 223,TABLET,574.0,376.35,Óscar Vargas,CUSCO,54.0,VIP,2024-02-13,684.0,2024-02
V0367,2024-02-25,C0025,P289,CUSCO,3.0,2820.0,EFECTIVO,TechNova AUDIO Pro 289,SIN CATEGORIA,430.0,303.96,Giancarlo Vargas,AREQUIPA,47.0,REGULAR,2024-01-27,8460.0,2024-02
V0368,2024-01-22,C0007,P119,CUSCO,5.0,2145.0,EFECTIVO,PeruPC ACCESORIO Plus 119,ACCESORIO,35.0,19.39,Diego Díaz,SIN REGISTRO,36.0,REGULAR,2024-12-26,10725.0,2024-01
V0369,2024-01-07,C0067,P197,AREQUIPA,7.0,1933.0,TARJETA,TechNova TABLET Plus 197,TABLET,1139.0,746.97,Carmen Díaz,CHICLAYO,55.0,REGULAR,2023-04-10,13531.0,2024-01
V0370,2024-04-11,C0041,P142,CUSCO,5.0,1421.0,TRANSFERENCIA,PeruPC AUDIO Ultra 142,AUDIO,568.0,329.64,Walter García,LIMA,55.0,NUEVO,2024-01-05,7105.0,2024-04
V0371,2024-05-19,C0298,P033,LIMA,10.0,2186.0,EFECTIVO,PeruPC CELULAR Plus 033,CELULAR,899.0,558.61,Cliente 9717,CUSCO,35.0,NUEVO,2024-12-13,21860.0,2024-05
V0372,2024-05-23,C0035,P237,TRUJILLO,5.0,1748.0,EFECTIVO,PeruPC CELULAR Plus 237,SIN CATEGORIA,2904.0,1762.85,Giancarlo Torres,AREQUIPA,44.0,REGULAR,2024-11-05,8740.0,2024-05
V0374,2024-04-01,C0231,P093,LIMA,1.0,321.0,EFECTIVO,TechNova ACCESORIO Neo 093,ACCESORIO,222.0,136.72,Fernando Rodríguez,AREQUIPA,51.0,REGULAR,2024-03-06,321.0,2024-04
V0375,2024-04-05,C0126,P111,CUSCO,5.0,857.0,TARJETA,TechNova LAPTOP Max 111,LAPTOP,1921.0,1324.48,Daniela Castro,AREQUIPA,35.0,VIP,2024-01-15,4285.0,2024-04
V0376,2024-01-16,C0219,P059,TRUJILLO,8.0,2962.0,EFECTIVO,MaxDigital MONITOR Air 059,SIN CATEGORIA,568.0,384.87,Alejandra Medina,CUSCO,19.0,VIP,2024-11-02,23696.0,2024-01
V0377,2024-02-03,C0245,P072,AREQUIPA,7.0,1038.0,TARJETA,PeruPC TABLET Pro 072,TABLET,968.0,554.03,Diego Quispe,SIN REGISTRO,24.0,REGULAR,2024-03-19,7266.0,2024-02
V0378,2024-05-21,C0195,P111,LIMA,2.0,2151.0,SIN REGISTRO,TechNova LAPTOP Max 111,LAPTOP,1921.0,1324.48,Marco Ramos,TRUJILLO,79.0,REGULAR,2023-05-06,4302.0,2024-05
V0379,2024-06-07,C0001,P209,AREQUIPA,10.0,817.0,TARJETA,TechNova ACCESORIO Plus 209,ACCESORIO,228.0,139.57,Giancarlo Castillo,AREQUIPA,55.0,VIP,2023-11-08,8170.0,2024-06
V0380,2024-03-12,C0216,P257,CUSCO,10.0,715.0,TARJETA,PeruPC CELULAR Pro 257,CELULAR,1369.0,899.74,Carlos Ramos,LIMA,46.0,VIP,2024-07-01,7150.0,2024-03
V0381,2024-04-30,C0063,P260,LIMA,7.0,873.0,EFECTIVO,MaxDigital AUDIO Plus 260,AUDIO,292.0,201.63,Valeria Castillo,PIURA,36.0,REGULAR,2024-01-25,6111.0,2024-04
V0382,2024-06-04,C0166,P197,CUSCO,5.0,1637.0,TARJETA,TechNova TABLET Plus 197,TABLET,1139.0,746.97,Fiorella Torres,LIMA,69.0,REGULAR,2023-08-18,8185.0,2024-06
V0383,2024-02-13,C0079,P221,TRUJILLO,6.0,1612.0,TARJETA,TechNova LAPTOP Basic 221,LAPTOP,1861.0,1221.19,Rocío Quispe,AREQUIPA,28.0,REGULAR,2023-11-15,9672.0,2024-02
V0384,2024-03-13,C0285,P252,TRUJILLO,6.0,250.0,EFECTIVO,PeruPC TABLET Basic 252,TABLET,909.0,591.78,Cliente 2881,CHICLAYO,55.0,REGULAR,2023-06-19,1500.0,2024-03
V0385,2024-01-23,C0318,P006,TRUJILLO,5.0,1882.0,TARJETA,TechNova ACCESORIO Max 006,ACCESORIO,210.0,135.89,Cliente 7660,AREQUIPA,62.0,VIP,2023-09-08,9410.0,2024-01
V0386,2024-05-20,C0319,P097,LIMA,10.0,2582.0,TARJETA,AndinaTech AUDIO Air 097,AUDIO,86.0,54.15,Cliente 6282,PIURA,57.0,VIP,2023-10-22,25820.0,2024-05
V0389,2024-02-11,C0117,P049,TRUJILLO,8.0,1770.0,TARJETA,MaxDigital ACCESORIO Lite 049,ACCESORIO,179.0,108.58,Carmen Paredes,TRUJILLO,54.0,REGULAR,2024-07-16,14160.0,2024-02
V0390,2024-03-27,C0228,P061,CUSCO,8.0,2408.0,TARJETA,PeruPC CELULAR Ultra 061,CELULAR,2874.0,1772.7,Juan Gutiérrez,CHICLAYO,33.0,NUEVO,2023-12-13,19264.0,2024-03
V0391,2024-01-28,C0274,P288,AREQUIPA,10.0,338.0,EFECTIVO,PeruPC CELULAR Max 288,CELULAR,3437.0,1932.61,Cliente 1957,AREQUIPA,41.0,REGULAR,2024-12-26,3380.0,2024-01
V0392,2024-04-16,C0169,P221,AREQUIPA,3.0,1291.0,EFECTIVO,TechNova LAPTOP Basic 221,LAPTOP,1861.0,1221.19,Jorge Castillo,AREQUIPA,63.0,NUEVO,2024-07-06,3873.0,2024-04
V0393,2024-05-27,C0211,P209,LIMA,2.0,2784.0,TARJETA,TechNova ACCESORIO Plus 209,ACCESORIO,228.0,139.57,Renzo Núñez,CUSCO,22.0,REGULAR,2024-08-27,5568.0,2024-05
V0394,2024-04-29,C0018,P264,CUSCO,1.0,2863.0,EFECTIVO,PeruPC ACCESORIO Max 264,ACCESORIO,131.0,79.39,César Paredes,TRUJILLO,86.0,NUEVO,2024-03-19,2863.0,2024-04
V0395,2024-01-02,C0067,P136,AREQUIPA,9.0,772.0,TRANSFERENCIA,AndinaTech TABLET Plus 136,SIN CATEGORIA,630.0,443.96,Carmen Díaz,CHICLAYO,55.0,REGULAR,2023-04-10,6948.0,2024-01
V0396,2024-05-24,C0204,P045,AREQUIPA,7.0,2019.0,TARJETA,TechNova CELULAR Max 045,CELULAR,977.0,700.96,Carmen Ramos,CUSCO,52.0,REGULAR,2024-06-05,14133.0,2024-05
V0397,2024-04-16,C0163,P232,CUSCO,1.0,410.0,EFECTIVO,TechNova MONITOR Ultra 232,MONITOR,753.0,487.06,Pedro García,CUSCO,77.0,REGULAR,2024-02-21,410.0,2024-04
V0398,2024-01-27,C0098,P283,TRUJILLO,7.0,2076.0,TRANSFERENCIA,PeruPC ACCESORIO Max 283,ACCESORIO,152.0,91.35,Óscar Gutiérrez,AREQUIPA,48.0,REGULAR,2024-10-17,14532.0,2024-01
V0399,2024-01-30,C0038,P148,CUSCO,4.0,984.0,EFECTIVO,TechNova AUDIO Max 148,AUDIO,838.0,586.88,Jorge Castro,LIMA,70.0,REGULAR,2024-12-11,3936.0,2024-01
V0400,2024-06-11,C0276,P181,LIMA,1.0,460.0,SIN REGISTRO,TechNova MONITOR Plus 181,MONITOR,770.0,507.1,Cliente 6589,PIURA,43.0,REGULAR,2023-02-06,460.0,2024-06
V0401,2024-03-24,C0106,P169,CUSCO,6.0,1461.0,TARJETA,PeruPC AUDIO Lite 169,AUDIO,292.0,200.47,Pedro Quispe,TRUJILLO,35.0,REGULAR,2024-05-27,8766.0,2024-03
V0402,2024-06-24,C0043,P071,TRUJILLO,6.0,2368.0,TARJETA,TechNova AUDIO Basic 071,AUDIO,524.0,328.89,Luis Díaz,PIURA,27.0,NUEVO,2023-06-19,14208.0,2024-06
V0403,2024-01-29,C0314,P280,TRUJILLO,5.0,2235.0,EFECTIVO,TechNova TABLET Lite 280,TABLET,410.0,274.35,Cliente 1684,PIURA,52.0,REGULAR,2023-01-30,11175.0,2024-01
V0405,2024-03-29,C0032,P215,TRUJILLO,6.0,1131.0,TARJETA,AndinaTech CELULAR Neo 215,CELULAR,715.0,402.04,Patricia Gutiérrez,AREQUIPA,43.0,REGULAR,2024-12-28,6786.0,2024-03
V0406,2024-04-07,C0215,P055,TRUJILLO,1.0,1208.0,EFECTIVO,TechNova AUDIO Air 055,AUDIO,272.0,169.46,Mónica Aguilar,AREQUIPA,85.0,VIP,2024-12-02,1208.0,2024-04
V0407,2024-03-07,C0066,P171,CUSCO,1.0,2796.0,EFECTIVO,MaxDigital MONITOR Pro 171,MONITOR,533.0,333.67,Marco Chávez,PIURA,50.0,VIP,2024-11-05,2796.0,2024-03
V0408,2024-06-30,C0102,P296,LIMA,6.0,1149.0,TARJETA,PeruPC MONITOR Lite 296,MONITOR,1012.0,576.84,Ximena Torres,LIMA,38.0,REGULAR,2023-09-14,6894.0,2024-06
V0410,2024-04-15,C0052,P202,AREQUIPA,5.0,773.0,TARJETA,AndinaTech CELULAR Max 202,CELULAR,1200.0,827.48,Daniela Espinoza,AREQUIPA,62.0,REGULAR,2023-01-26,3865.0,2024-04
V0411,2024-03-22,C0180,P067,CUSCO,7.0,2846.0,EFECTIVO,AndinaTech TABLET Neo 067,TABLET,862.0,332.5,Ricardo Chávez,CHICLAYO,59.0,REGULAR,2024-05-07,19922.0,2024-03
V0412,2024-02-19,C0040,P184,CUSCO,10.0,1117.0,EFECTIVO,TechNova TABLET Lite 184,TABLET,616.0,421.7,Fernando Aguilar,CUSCO,23.0,NUEVO,2024-11-06,11170.0,2024-02
